damage,street_type,fire_unit,incident_start_date,structure_type,structure_category,roof_material,eaves,exterior_siding,window_pane,attached_patio_material,attached_fence_material,year_built
No Damage,Street,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,Non Combustible,
No Damage,Street,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Street,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Enclosed,Wood,Single Pane,No Patio Cover/Carport,Non Combustible,
No Damage,Street,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Enclosed,Wood,Single Pane,No Patio Cover/Carport,Non Combustible,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Motor Home,Single Residence,Other,No Eaves,Other,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Motor Home,Single Residence,Other,No Eaves,Other,Single Pane,Combustible,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Mobile Home Single Wide,Single Residence,Metal,Unknown,Wood,Single Pane,Unknown,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Motor Home,Single Residence,Metal,Unknown,Other,Single Pane,Combustible,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Mobile Home Single Wide,Single Residence,Metal,Unknown,Wood,Single Pane,Combustible,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Motor Home,Single Residence,Other,No Eaves,Other,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Motor Home,Single Residence,Other,No Eaves,Other,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Street,LMU,7/13/2021 12:00:00 AM,Mixed Commercial/Residential,Mixed Commercial/Residential,Metal,Unenclosed,Metal,Multi Pane,No Patio Cover/Carport,No Fence,
No Damage,Street,LMU,7/13/2021 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Metal,Unenclosed,Metal,No Windows,No Patio Cover/Carport,Non Combustible,
No Damage,None,LMU,7/13/2021 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Metal,Unenclosed,Wood,Single Pane,Combustible,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Metal,Unknown,Wood,Single Pane,Combustible,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Metal,Unknown,Wood,Single Pane,Combustible,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unknown,Wood,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Metal,Unknown,Wood,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unknown,Wood,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,Wood,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,No Eaves,Wood,Single Pane,Combustible,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Wood,No Eaves,Wood,Single Pane,Combustible,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Wood,No Eaves,Wood,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,No Eaves,Wood,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,No Eaves,Wood,Single Pane,Combustible,No Fence,
Affected (1-9%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,No Eaves,Stucco Brick Cement,Multi Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Multi Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,Metal,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,Wood,No Windows,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Single Pane,Combustible,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Single Pane,Combustible,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Multi Pane,Combustible,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,Multi Pane,Combustible,No Fence,
Destroyed (>50%),Street,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unknown,Wood,Unknown,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Street,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unknown,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Street,LMU,7/13/2021 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Metal,Unenclosed,Metal,No Windows,No Patio Cover/Carport,Non Combustible,
No Damage,Street,LMU,7/13/2021 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Metal,Unenclosed,Metal,No Windows,No Patio Cover/Carport,Non Combustible,
No Damage,None,LMU,7/13/2021 12:00:00 AM,Motor Home,Single Residence,Other,No Eaves,Other,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Mobile Home Single Wide,Single Residence,Metal,Unknown,Wood,Single Pane,Combustible,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Motor Home,Single Residence,Other,No Eaves,Other,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Street,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Enclosed,Vinyl,Multi Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Street,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Metal,Single Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Enclosed,Vinyl,Multi Pane,No Patio Cover/Carport,Combustible,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Enclosed,Wood,Multi Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Enclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Enclosed,Vinyl,Multi Pane,Combustible,Combustible,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Enclosed,Vinyl,Multi Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Mobile Home Single Wide,Single Residence,Metal,No Eaves,Wood,Multi Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unknown,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unknown,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,No Eaves,Metal,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,Metal,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,Vinyl,Multi Pane,Combustible,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Stucco Brick Cement,Multi Pane,Combustible,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,Unenclosed,Vinyl,Multi Pane,Combustible,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,Metal,No Windows,No Patio Cover/Carport,Non Combustible,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Stucco Brick Cement,Multi Pane,Combustible,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unknown,Wood,Multi Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,Wood,Single Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Single Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,Wood,Single Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Mobile Home Single Wide,Single Residence,Asphalt,No Eaves,Vinyl,Single Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,Combustible,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Unknown,Wood,Multi Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Wood,Multi Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unknown,Wood,Multi Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Enclosed,Stucco Brick Cement,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),None,LMU,7/13/2021 12:00:00 AM,Motor Home,Single Residence,Other,No Eaves,Other,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Street,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unknown,Metal,Single Pane,Combustible,Combustible,
Destroyed (>50%),Street,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,Metal,No Windows,No Patio Cover/Carport,Combustible,
No Damage,None,LMU,7/13/2021 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Enclosed,Wood,Multi Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,Wood,Multi Pane,No Patio Cover/Carport,Combustible,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,Combustible,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,Wood,Multi Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,Wood,Multi Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Multi Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,Multi Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,Single Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Metal,No Windows,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Single Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,No Windows,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Wood,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Stucco Brick Cement,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,Stucco Brick Cement,Multi Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,Wood,Multi Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,Stucco Brick Cement,Multi Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Mobile Home Single Wide,Single Residence,Metal,No Eaves,Metal,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Motor Home,Single Residence,Other,No Eaves,Vinyl,Single Pane,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,Unknown,Wood,Single Pane,Combustible,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unknown,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,Stucco Brick Cement,Multi Pane,Combustible,Non Combustible,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Mobile Home Triple Wide,Single Residence,Asphalt,Unenclosed,Wood,Multi Pane,Combustible,Non Combustible,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Mobile Home Triple Wide,Single Residence,Metal,No Eaves,Wood,Single Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,No Eaves,Wood,Multi Pane,Combustible,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,Metal,Multi Pane,No Patio Cover/Carport,No Fence,
Affected (1-9%),Road,LMU,7/13/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,Wood,Multi Pane,No Patio Cover/Carport,No Fence,
No Damage,Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,Wood,No Windows,No Patio Cover/Carport,No Fence,
Destroyed (>50%),Road,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unknown,Wood,Multi Pane,No Patio Cover/Carport,No Fence,
No Damage,None,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,Wood,Multi Pane,No Patio Cover/Carport,No Fence,
No Damage,None,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Wood,No Windows,No Patio Cover/Carport,No Fence,
No Damage,None,LMU,7/13/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,Wood,Multi Pane,Combustible,No Fence,
No Damage,None,LMU,7/13/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,Wood,Multi Pane,No Patio Cover/Carport,No Fence,
